name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,success
Aoxing Pharmaceutical,http://aoxingpharma.com,Biotechnology,5000000,ipo,USA,NJ,Newark,Jersey City,1,1
AP Engines,http://www.apengines.com,Internet|Telecommunications|Telephony,30000000,operating,USA,MA,Boston,Maynard,1,1
ApaceWave Technologies,http://www.apacewave.com,Semiconductors,19900000,operating,USA,CA,SF Bay Area,Fremont,2,1
Apacheta Corporation,http://www.apacheta.com/,Mobile|Software|Wireless,2600000,operating,USA,PA,Philadelphia,Media,1,0
Apani Networks,http://apani.com,Software,35000000,operating,USA,CA,Anaheim,Brea,1,1
Apartment List,http://www.apartmentlist.com,Curated Web|Online Rental|Real Estate,37000000,operating,USA,CA,SF Bay Area,San Francisco,5,1
Apax Group,http://www.apaxgroup.com/#,Entertainment|Event Management|Performance Marketing,600000,operating,USA,TN,Nashville,Nashville,1,0
Apcera,http://www.apcera.com,Cloud Computing|Cloud Infrastructure|Cloud Security|Data Center Infrastructure|Enterprise Software|Governance|Software,7200000,operating,USA,CA,SF Bay Area,San Francisco,3,1
ApeSoft,http://apesoft.us,Software,3800000,operating,USA,VA,"Washington, D.C.",Herndon,1,1
APE Systems,http://ape-system.com,Big Data|Fitness|Health and Wellness|SaaS|Sports|Training,20000,operating,USA,RI,Providence,Providence,1,0
Apellis Pharmaceuticals,http://www.apellis.com,Biotechnology,55509987,operating,USA,KY,Louisville,Crestwood,4,1
ApeniMED,http://www.apenimed.com,Health Care|Medical|Service Providers,3853000,acquired,USA,MN,Minneapolis,Minneapolis,2,1
APerfectShirt.com,http://www.aperfectshirt.com,E-Commerce|Fashion|Retail,100000,operating,USA,ME,"Portland, Maine",Portland,1,0
Aperia Technologies,http://aperiatech.com,Hardware + Software,15196305,operating,USA,CA,SF Bay Area,Burlingame,5,1
Aperio Technologies,http://www.aperio.com,Hardware + Software,46420307,acquired,USA,CA,San Diego,Vista,4,1
"Aperiomics, Inc.",http://www.aperiomics.com,Bioinformatics|Biotechnology|Diagnostics,375000,operating,USA,VA,"Washington, D.C.",Sterling,1,0
Aperion Biologics,http://aperionbiologics.com,Biotechnology,5439942,operating,USA,TX,San Antonio,San Antonio,2,1
aPersona,http://apersona.com,Banking|Enterprise Software|Governments,440000,operating,USA,NC,Raleigh,Raleigh,1,0
Apertio,http://www.apertio.com,Mobile,30000000,acquired,GBR,B7,Bristol,Bristol,1,1
Aperto Networks,http://www.apertonet.com,Mobile|Wireless,160279779,acquired,USA,CA,SF Bay Area,Milpitas,15,1
Apex Clean Energy,http://apexcleanenergy.com,Clean Technology,22720522,operating,USA,VA,"Washington, D.C.",Charlottesville,2,1
Apex Construction,http://www.apexconsys.com,Clean Technology,16000000,operating,USA,AZ,Phoenix,Phoenix,1,1
Apex Learning,http://www.apexlearning.com,Education,24661724,operating,USA,WA,Seattle,Seattle,4,1
Apex Therapeutics,http://apextherapeutics.com,Biotechnology,2763899,operating,USA,IN,Indianapolis,Indianapolis,3,0
Apexigen,http://www.apexigen.com,Biotechnology,20000000,operating,USA,CA,SF Bay Area,Burlingame,1,1
Aphios,http://www.aphios.com,Biotechnology,2400000,operating,USA,MA,Boston,Woburn,1,0
Api.ai,http://api.ai,Artificial Intelligence|Assisitive Technology|Audio|Mobile|Natural Language Processing,8600000,operating,USA,CA,SF Bay Area,Palo Alto,4,1
API Cryptek,http://www.cryptek.com,Software,17200000,acquired,USA,VA,"Washington, D.C.",Sterling,2,1
API Fortress,http://apifortress.com,Cloud Computing|Consumer Electronics|Developer APIs|SaaS|Services|Testing,40000,operating,USA,NY,New York City,Brooklyn,1,0
Apiary,http://apiary.io,Data Integration|Developer APIs|Infrastructure|Software|Testing,8550000,operating,USA,CA,SF Bay Area,San Francisco,3,1
Apieron,http://www.apieron.com,Biotechnology|Health Care|Medical Devices,43500000,closed,USA,CA,SF Bay Area,Menlo Park,4,1
Apigee,http://www.apigee.com,Cloud Data Services|Enterprise Software,173000000,ipo,USA,CA,SF Bay Area,Palo Alto,7,1
APImetrics,http://apimetrics.io,Analytics|Big Data|Testing,650000,operating,USA,WA,Seattle,Seattle,2,0
Driversiti,http://driversiti.com/,Computers|Mobile|Mobile Commerce|Software,8263276,operating,USA,NY,New York City,Warwick,2,1
Apiphany,http://www.apiphany.com,Cloud Computing|Consumer Electronics|Developer APIs|Internet|SaaS|Software,2900000,acquired,USA,DC,"Washington, D.C.",Washington,2,0
Apisphere,http://apisphere.com,Advertising,4580000,closed,USA,CA,SF Bay Area,Redwood City,1,1
Apitope,http://apitope.com/,Biotechnology,13456610,operating,GBR,B7,Bristol,Bristol,1,1
APJeT,http://apjet.com,Fashion,3075000,operating,USA,NC,Raleigh,Raleigh,1,0
Aplicor,http://aplicor.com,Enterprise Software,22579243,closed,USA,FL,Palm Beaches,Boca Raton,8,1
Apliiq,http://www.apliiq.com/,Design,270000,operating,USA,CA,Los Angeles,Los Angeles,1,0
Aplos Software,http://www.aplos.com,Accounting|Nonprofits|Software,3350000,operating,USA,CA,Fresno,Fresno,3,0
Apnex Medical,http://www.apnexmedical.com,Health Care,60100000,closed,USA,MN,Minneapolis,Saint Paul,4,1
ApniCure,http://apnicure.com,Medical Devices,5099000,operating,USA,CA,SF Bay Area,Redwood City,1,1
Apofore,http://apofore.com,Biotechnology,500000,operating,USA,MA,Boston,Cambridge,1,0
Apogee Informatics,http://www.apogeeinformatics.com,Software,2155050,operating,USA,OR,"Portland, Oregon",Portland,3,0
ApogeeInvent,http://www.apogeeinvent.com,Design|E-Commerce|Internet|SEO|Software|Web Development,70000,closed,USA,ID,Idaho Falls,American Falls,3,0
Apokalyyis,http://apokalyyis.com,Health and Wellness,996550,operating,USA,CO,Denver,Centennial,1,0
Apollidon,http://www.apollidon.com,EdTech|Education,3000000,operating,USA,FL,Tampa,Oldsmar,1,0
Apollo Commercial Real Estate Finance,http://apolloreit.com,Real Estate Investors,50000000,ipo,USA,NY,New York City,New York,1,1
Apollo Endosurgery,http://www.apolloendo.com,Biotechnology|Health Care|Medical Devices,267827392,operating,USA,TX,Austin,Austin,8,1
ApolloMed,http://apollomed.net,Health Care,14155000,operating,USA,CA,Los Angeles,Glendale,3,1
Aponia Laboratories,http://aponialaboratories.com,Biotechnology,5682737,operating,USA,CT,Hartford,Greenwich,4,1
Apos Therapy,http://www.apostherapy.com,Health Care,31000000,operating,USA,NY,New York City,New York,3,1
Apothesource,http://www.pill-fill.com/,Health Care,20000,operating,USA,SC,Greenville - Spartanburg,Greenville,1,0
ApoVax,http://apovax.com,Biotechnology,375000,operating,USA,KY,Louisville,Louisville,2,0
Apozy,http://www.apozy.com,Cloud Computing|Enterprises|Gamification|Information Security|SaaS|Security|Training,800000,operating,USA,CA,SF Bay Area,San Francisco,4,0
App Annie,http://www.appannie.com,Analytics|Big Data Analytics|Mobile,94000000,operating,USA,CA,SF Bay Area,San Francisco,5,1
App.io,https://app.io,Android|Customer Service|Enterprise Software|iOS|Mobile|SaaS|Sales and Marketing,1195000,operating,USA,CA,SF Bay Area,San Francisco,3,0
App.net,http://app.net,Advertising,3000000,operating,USA,CA,SF Bay Area,San Francisco,3,0
App Press,http://www.app-press.com/,Software,1059500,operating,USA,IN,Indianapolis,Indianapolis,2,0
AppVirality Inc,http://www.appvirality.com/,Apps|Mobile Software Tools,964997,operating,USA,AZ,Phoenix,Phoenix,3,0
App2you,http://app2you.com,Analytics|Business Intelligence|Data Visualization|Development Platforms,746000,operating,USA,CA,San Diego,La Jolla,3,0
App47,http://www.app47.com,Apps|Enterprise Software,1750000,operating,USA,VA,"Washington, D.C.",Reston,2,0
App55 Ltd,http://www.app55.com,Finance Technology|FinTech|Mobile Payments|Payments,1700000,closed,GBR,I2,Manchester,Manchester,1,0
AppAddictive,http://www.appaddictive.com,Advertising|Facebook Applications,1200000,operating,USA,NY,New York City,New York,2,0
AppAnalytics,https://appanalytics.io/,Analytics|Apps|Mobile|Real Time,300000,operating,USA,CA,SF Bay Area,San Jose,1,0
Pear (formerly Apparel Media Group),http://www.pearup.com,Advertising|B2B|Local|Sales and Marketing|Social Media|Sponsorship,1815000,operating,USA,IL,Chicago,Chicago,3,0
Apparity,http://www.apparity.com,Software,429032,operating,USA,GA,Atlanta,Alpharetta,1,0
AppAssure Software,http://www.appassure.com,Flash Storage|Homeland Security|Software,6000000,acquired,USA,VA,"Washington, D.C.",Reston,1,1
appAttach,http://www.appattach.com,App Discovery|Apps|Hardware|Marketplaces|Mobile Devices,1299787,operating,USA,WA,Seattle,Kirkland,3,0
Appature,http://www.appature.com,Enterprise Software,9600000,closed,USA,WA,Seattle,Seattle,2,1
appbackr,http://www.appbackr.com,Android|Apps|Developer Tools|iOS|Mobile|Startups,2525563,operating,USA,CA,SF Bay Area,Palo Alto,5,0
Appbase,https://appbase.io,Databases|SaaS,380000,operating,USA,TX,San Antonio,San Antonio,3,0
Appbistro,http://www.appbistro.com,Developer APIs|Facebook Applications|Marketplaces|Mobile,600000,closed,USA,CA,SF Bay Area,San Francisco,2,0
Appboy,http://www.appboy.com,Analytics|Android|Apps|CRM|iOS|Marketing Automation|Mobile|Social Media|Software,22500000,operating,USA,NY,New York City,New York,4,1
Appcara Inc,http://www.appcara.com,Enterprise Software,350000,operating,USA,CA,SF Bay Area,Milpitas,1,0
AppCard,http://appcard.com,Analytics|Business Intelligence|Loyalty Programs,6500000,operating,USA,NY,New York City,New York,1,1
"Appcast, Inc",http://www.appcast.io,Advertising Exchanges|Employment|Human Resources|Recruiting,7400000,operating,USA,NH,"Manchester, New Hampshire",Lebanon,2,1
Appcelerator,http://appcelerator.com,Enterprise Software|Mobile|Mobility|Open Source,87900000,operating,USA,CA,SF Bay Area,Mountain View,9,1
"AppCentral, Inc.",http://www.appcentral.com,Android|App Stores|Enterprise Software|iOS|iPad|iPhone|Mobile,4000000,acquired,USA,CA,SF Bay Area,San Francisco,1,1
"Appcito, Inc.",http://www.appcito.com/,Information Technology|Internet|SaaS|Software,7500000,operating,USA,CA,SF Bay Area,Santa Clara,1,1
"APPCityLife®, Inc.",http://www.appcitylife.com,Government Innovation|Mobile|Open Source|PaaS,1100000,operating,USA,NM,Albuquerque,Albuquerque,1,0
Appconomy,http://www.appconomy.com,Apps|Mobile|Software,22623720,operating,USA,TX,Austin,Austin,5,1
Appcore,http://www.appcore.com,Cloud Computing|Cloud Management|Enterprise Software,11600000,operating,USA,IA,Des Moines,Des Moines,4,1
Appcues,http://appcues.com,Productivity Software,1200000,operating,USA,MA,Boston,Cambridge,1,0
AppDevy,http://appdevy.com/,Software|Web Design|Web Development,250000,operating,USA,IL,Chicago,Chicago,1,0
AppDome,https://www.appdome.com,Enterprise Software|Mobile Security|Security,14000000,operating,USA,NY,New York City,New York,3,1
AppDynamics,http://www.appdynamics.com,Application Performance Monitoring|Apps|Business Analytics|Information Services|Information Technology|Internet|Software,364500000,operating,USA,CA,SF Bay Area,San Francisco,7,1
Appear Here,http://www.appearhere.co.uk,Brand Marketing|Fashion|Local Commerce|Marketplaces|Real Estate|Retail|Shopping,9400000,operating,GBR,H9,London,London,2,1
Appedo,http://www.appedo.com/,Internet,1000000,operating,USA,CA,SF Bay Area,Sunnyvale,1,0
APPEK Mobile Apps,http://www.appekapps.com,Apps|B2B|Mobile|Software,550000,operating,USA,PA,Scranton,Scranton,2,0
AppEnsure,http://www.appensure.com,Application Performance Monitoring|Cloud Management|Enterprise Software|Virtualization,2916745,operating,USA,CA,SF Bay Area,Santa Clara,2,0
Apperian,http://www.apperian.com,Android|App Stores|Enterprises|iOS|iPad|iPhone|Mobile,39400000,operating,USA,MA,Boston,Boston,6,1
Apperio,http://www.apperio.com,Analytics|Legal|Real Time,500000,operating,GBR,H9,London,London,2,0
Appetas,http://www.appetas.com,Local Businesses|Network Security|Restaurants|SaaS|Sales and Marketing,120000,acquired,USA,WA,Seattle,Seattle,3,0
Appetite+,http://www.appetiteapp.co,iPhone|Mobile,40000,operating,USA,FL,Jacksonville,Kenansville,1,0
Appetizer Mobile,http://www.appetizermobile.com,Android|App Marketing|Mobile|Software,65000,operating,USA,NY,New York City,New York,1,0
Appetizr,http://getappetizr.com,Mobile|Restaurants|Technology,125000,operating,USA,NY,New York City,New City,2,0
AppFirst,http://www.appfirst.com,Analytics|Application Performance Monitoring|Enterprise Software|SaaS,20025000,operating,USA,NY,New York City,New York,6,1
Appfluent Technology,http://www.appfluent.com,Analytics,4100000,acquired,USA,MD,"Washington, D.C.",Rockville,1,1
Appfolio,http://www.appfolio.com,Real Estate,30000000,ipo,USA,CA,Santa Barbara,Goleta,2,1
AppFormix,http://www.appformix.com/,Cloud Computing|Cloud Infrastructure|Enterprise Software|Infrastructure,7000000,operating,USA,CA,SF Bay Area,San Jose,1,1
AppGeek,http://www.appgk.com,iOS|Mobile,15000,operating,CAN,ON,Toronto,Toronto,1,0
AppGratis,http://appgratis.com,App Stores|Mobile,13500000,operating,FRA,A8,Paris,Paris,1,1
AppGyver,http://www.appgyver.com,Android|Apps|Cloud Computing|Internet|iPhone|Mobile|Mobile Software Tools|Web Development,3500000,operating,USA,CA,SF Bay Area,San Francisco,2,1
Apphat,http://apphat.com/,Apps,345000,operating,USA,WA,Seattle,Seattle,1,0
AppHero,http://apphero.com,Mobile,1800000,acquired,CAN,ON,Toronto,Toronto,1,0
Appia,http://www.appia.com,Advertising|App Stores|Mobile,44250000,acquired,USA,NC,Raleigh,Durham,8,1
Appian,http://www.appian.com,Application Platforms|Business Productivity|Cloud Computing|Collaboration|Enterprise Software|Mobile|Mobile Enterprise|Social Business|Software|Web Development|Web Tools,47499994,operating,USA,VA,"Washington, D.C.",Reston,2,1
Appian Medical,http://appianmed.com/,Health Care Information Technology|Medical,1080000,operating,USA,MD,Baltimore,Severna Park,2,0
Appifier,http://www.appifier.ca,Development Platforms|Mobile|PaaS|SaaS,318627,acquired,CAN,QC,Montreal,Montréal,1,0
Appilog,http://www.appilog.com/,Application Platforms|Internet|Software,15500000,acquired,USA,NY,New York City,New York,2,1
Yago,http://www.getyago.com,Mobile|Social Media,600000,operating,USA,CA,San Diego,San Diego,2,0
Appington,http://www.appington.com,Advertising Platforms|Apps|Games|Mobile|Mobile Advertising,1200000,operating,USA,CA,SF Bay Area,San Mateo,1,0
Appinions,http://www.appinions.com,Opinions|Social Media|Software,5600000,acquired,USA,NY,New York City,New York,3,1
AppInside,http://appinside.co/,Cyber Security|Mobile Security|SaaS,2300000,operating,USA,MA,Boston,Boston,1,0
AppInstitute,http://appinstitute.co.uk,Mobile|Mobile Software Tools,2250000,operating,GBR,J8,Nottingham,Nottingham,4,0
Appiphany,http://www.appiphanyinc.com,Mobile,200000,operating,USA,CA,SF Bay Area,San Francisco,1,0
Appirio,http://www.appirio.com,Cloud Computing|Enterprise Software|SaaS|Software,111700000,operating,USA,CA,SF Bay Area,San Francisco,5,1
Appistry,http://www.appistry.com,Analytics|Big Data|Cloud Computing|Genetic Testing|Life Sciences,47697751,operating,USA,MO,St. Louis,St Louis,7,1
Appiterate,http://appiterate.com,Apps|Mobile|Mobility|Software,500000,acquired,USA,CA,SF Bay Area,Santa Clara,1,0
AppJet,http://appjet.com,Curated Web|Software|Venture Capital,715000,acquired,USA,CA,SF Bay Area,San Francisco,3,0
Applaud,http://myapplaud.com,Software,2206000,operating,USA,OH,Cincinnati,Cincinnati,4,0
Applause,http://www.applause.com,Analytics|Information Technology|Professional Services|Software|Testing,80800000,operating,USA,MA,Boston,Framingham,6,1
AppLayer,http://www.applayercloud.com,Cloud Computing|Web Hosting,802366,operating,GBR,H9,London,London,1,0
Apple,http://www.apple.com,Computers|Consumer Electronics|Electronics|Hardware + Software|Retail,250000,ipo,USA,CA,SF Bay Area,Cupertino,1,0
Apple Seeds,http://www.appleseedsplay.com,Education,150000,operating,USA,NY,New York City,New York,1,0
iTechshark,https://itechshark.com,Consumer Electronics,100000,operating,USA,MO,St. Louis,Ballwin,1,0
AppLearn,http://www.applearn.tv,Software,947032,operating,GBR,H9,London,London,1,0
Applepalm Enterprise Inc,http://applepalm.com,Fashion|Photography|Web Development,50000,operating,USA,CA,Los Angeles,Los Angeles,1,0
ApplePie Capital,http://www.applepiecapital.com,Financial Services,37770000,operating,USA,CA,SF Bay Area,San Francisco,3,1
ApplianceWare,http://applianceware.com/,Delivery|Networking|Services,14000000,acquired,USA,CA,SF Bay Area,Fremont,1,1
Application Craft,http://www.applicationcraft.com,Enterprise Software,1000000,operating,GBR,P3,Binton,Binton,1,0
Application Experts,http://www.app-x.com,Cloud Computing|CRM|Finance|Finance Technology|FinTech|Software,18000,operating,USA,CO,Denver,Broomfield,1,0
Application Security,http://www.appsecinc.com,Software,17000000,acquired,USA,NY,New York City,New York,2,1
Applied BioCode,http://apbiocode.com,Biotechnology|Health Diagnostics,8250080,operating,USA,CA,Los Angeles,Santa Fe Springs,2,1
Applied BioMath,http://www.appliedbiomath.com,Biotechnology,505200,operating,USA,MA,Boston,Winchester,1,0
Applied Bioresearch,http://www.appliedbioresearch.co,Biotechnology,250000,operating,USA,UT,Salt Lake City,Draper,1,0
Applied Cavitation,http://www.appliedcavitationinc.com/,Manufacturing,2142961,operating,USA,CA,Santa Barbara,Santa Barbara,5,0
Applied Computational Technologies,http://www.appcomptech.com,Software,200000,operating,USA,PA,PA - Other,Windber,1,0
Applied Data Finance,http://applieddatafinance.com,Credit|Finance|Financial Services,50000000,operating,USA,NY,New York City,New York,1,1
Applied DNA Sciences,http://www.adnas.com,Security,25838556,ipo,USA,NY,Long Island,Stony Brook,8,1
Applied Genetics Technologies Corporation,http://agtc.com,Biotechnology,78050000,ipo,USA,FL,Gainesville,Alachua,5,1
Applied Identity,http://www.appliedidentity.com,Advertising,30300000,closed,USA,CA,SF Bay Area,San Francisco,3,1
Applied Isotope Technologies,http://sidms.com/,Hardware + Software,1358979,closed,USA,PA,Pittsburgh,Pittsburgh,3,0
Applied MicroStructures,http://www.appliedmst.com,Manufacturing,10750000,operating,USA,CA,SF Bay Area,San Jose,2,1
Applied Minerals,http://appliedminerals.com,Manufacturing|Minerals,12500000,ipo,USA,NY,New York City,New York,2,1
Applied NanoMaterials,http://www.apnano.com,Technology,1000000,operating,USA,NY,New York City,New York,1,0
Applied NanoTools,http://www.appliednt.com,Nanotechnology,370356,operating,CAN,AB,Edmonton,Edmonton,2,0
Applied Optoelectronics,http://www.ao-inc.com,Semiconductors,45319939,ipo,USA,TX,Houston,Sugar Land,3,1
Applied Predictive Technologies,http://www.predictivetechnologies.com,Software,154000000,acquired,USA,VA,"Washington, D.C.",Arlington,2,1
Applied Proteomics,http://www.appliedproteomics.com,Biotechnology|Health Diagnostics,72999993,operating,USA,CA,San Diego,San Diego,3,1
Applied Quantum Technologies,http://www.aqtsolar.com,Manufacturing,49770145,closed,USA,CA,SF Bay Area,Santa Clara,5,1
Applied StemCell,http://www.appliedstemcell.com,Biotechnology|Health Diagnostics,4520763,operating,USA,CA,SF Bay Area,Menlo Park,2,1
Applied Visual Sciences,http://appliedvs.com,Hardware + Software,5935201,operating,USA,VA,"Washington, D.C.",Herndon,2,1
Applimation,http://www.applimation.com,Enterprise Software,4000000,acquired,USA,IL,Chicago,Chicago,1,1
Applits,http://applits.com,Apps|Software,63000,operating,USA,OH,"Columbus, Ohio",Columbus,1,0
Apploi,http://apploi.com,Mobile,7000000,operating,USA,NY,New York City,New York,1,1
AppLovin,http://www.applovin.com,Ad Targeting|Apps|Mobile Commerce,4020000,operating,USA,CA,SF Bay Area,San Francisco,2,1
Applyed,http://Applyed.co.uk,EdTech|Education|Technology,34330,operating,GBR,H9,London,London,1,0
Applyful,http://applyful.com,Colleges|Education,100000,operating,USA,MA,Boston,Dedham,1,0
ApplyInc.com,http://www.applyinc.com,Enterprise Software|Online Rental|Real Estate,125000,operating,USA,NY,New York City,New York,1,0
ApplyKit,http://www.applykit.com,Education,98000,operating,USA,NH,"Manchester, New Hampshire",Manchester,2,0
ApplyMap,http://www.applymap.com,Analytics|Big Data|Colleges|Education,90000,operating,USA,CA,Los Angeles,Santa Monica,1,0
AppMachine,http://www.appmachine.com,Mobile,15200000,operating,USA,CA,SF Bay Area,San Francisco,1,1
AppMesh,http://www.appme.sh,Enterprises|Enterprise Software|Mobile,3000000,operating,USA,CA,SF Bay Area,San Francisco,2,0
Appmobi,https://appmobi.com,Android|Enterprise Application|iPhone|Mobile|Mobile Enterprise|Mobile Security,9402703,operating,USA,NY,New York City,Poughkeepsie,3,1
AppNeta,http://www.appneta.com,Application Performance Monitoring|Cloud Computing|Information Technology|Software,55799998,operating,USA,MA,Boston,Boston,5,1
AppNexus,http://www.appnexus.com,Advertising|Internet|Internet Marketing,288171856,operating,USA,NY,New York City,New York,8,1
Appnomic Systems,http://www.appnomic.com,Cloud Computing|Enterprise Software|RIM|SaaS|Software,11700000,operating,USA,CA,SF Bay Area,Santa Clara,3,1
AppNotch,http://www.appnotch.com,Android|Apps|Curated Web|Internet|iOS|iPad|iPhone|Mobile|Mobile Software Tools|Software|Web CMS,50000,operating,USA,MO,St. Louis,Saint Louis,1,0
Appointedd,http://appointedd.com,Email Marketing|Online Reservations|Online Scheduling,265509,operating,GBR,U8,Edinburgh,Edinburgh,1,0
AppointmentCity,http://appointmentcity.com,Curated Web,800000,acquired,USA,GA,Atlanta,Atlanta,1,0
Appolicious,http://www.appolicious.com,Apps|Mobile,2569000,operating,USA,IL,Chicago,Chicago,2,0
AppOrchid Inc,http://www.apporchid.com,Big Data|Cloud Computing|Internet of Things,1500000,operating,USA,CA,SF Bay Area,Redwood City,1,0
Apportable,http://www.apportable.com,Mobile,8700000,operating,USA,CA,SF Bay Area,San Francisco,3,1
Apposphere,http://apposphere.io,B2B|Cloud Data Services|CRM|Enterprise Application|SaaS|Small and Medium Businesses|Video Conferencing,50000,closed,USA,TX,Austin,Austin,2,0
AppPowerGroup,http://loveshoppinglist.com,Software,55000,operating,USA,CA,Los Angeles,Northridge,1,0
AppRedeem,http://www.AppRedeem.com,Advertising|iPad|iPhone|iPod Touch|Mobile,700000,acquired,USA,CA,SF Bay Area,San Francisco,1,0
Apprema,http://www.apprema.com,E-Commerce|Email|Payments,800000,closed,USA,CA,SF Bay Area,Sunnyvale,1,0
Apprenda,http://www.apprenda.com,Cloud Computing|Enterprise Software|PaaS|SaaS,56000000,operating,USA,NY,"Albany, New York",Troy,4,1
ApprenNet,http://info.apprennet.com,EdTech|Education,1500000,operating,USA,ND,ND - Other,Wyndmere,2,0
Apprion,http://www.apprion.com,Mobile,31500000,operating,USA,CA,SF Bay Area,Mountain View,4,1
Appriss,http://www.appriss.com,Software,11000000,operating,USA,KY,Louisville,Louisville,2,1
Palerra Inc.,https://palerra.com/,Security,25000000,operating,USA,CA,SF Bay Area,Santa Clara,2,1
Approva,http://www.approva.net,Enterprise Software,63000000,acquired,USA,VA,"Washington, D.C.",Reston,9,1
Apps Genius,http://www.appsgenius.com,Games,40000,closed,USA,NJ,Newark,Red Bank,1,0
Apps4Pro,http://www.apps4pro.com,CRM|Mobile|SaaS|Tablets,200000,operating,FRA,B6,FRA - Other,Tours-en-vimeu,1,0
AppSame,http://www.appsame.com,E-Commerce,500000,operating,USA,FL,Tampa,Tampa,1,0
Appscend,http://www.appscend.com,Mobile|QR Codes|Web CMS,40000,operating,USA,NY,New York City,New York,2,0
Appscio,http://www.appscio.com,Apps|Open Source|Software,7000000,closed,USA,CA,CA - Other,Freedom,2,1
Appsembler,http://appsembler.com,Finance|Software,118000,operating,USA,MA,Boston,Cambridge,1,0
AppSense,http://www.appsense.com,Enterprise Software|Virtualization,70978783,operating,USA,NY,New York City,New York,2,1
Appsfire,http://appsfire.com,Advertising|Android|iOS|Mobile|Promotional,8699999,acquired,FRA,A8,Paris,Paris,4,1
appsFreedom,http://appsfreedom.com,Enterprise Software,4566668,operating,USA,AZ,Phoenix,Chandler,4,1
AppShare,http://www.appshare.co.uk,Enterprise Software,783603,operating,GBR,V2,Glasgow,Glasgow,2,0
AppShed,http://www.appshed.com,Apps|iPhone|Mobile|SaaS|Startups|Technology,32090,operating,GBR,H9,London,London,1,0
AppSheet,http://www.appsheet.com,Developer Tools,2015000,operating,USA,WA,Seattle,Seattle,3,0
AppSlingr,http://www.appslingr.com,Analytics|Mobile Security|SaaS,28000,acquired,USA,CA,SF Bay Area,San Francisco,1,0
AppSmyth,http://www.appsmyth.com,App Marketing|E-Commerce|Mobile,1925000,operating,USA,CA,SF Bay Area,Oakland,1,0
appsplit,http://www.appsplit.com,Android|Apps|Finance|iOS|iPhone|Mobile,30000,operating,USA,CA,San Diego,San Diego,1,0
appssavvy,http://www.appssavvy.com,Advertising,13329915,closed,USA,NY,New York City,New York,4,1
NewHound,http://www.newhound.com,Mobile,1500000,operating,USA,CA,"Orange County, California",San Juan Capistrano,2,0
Appstores.com,http://appstores.com,Apps|App Stores|Developer APIs|Mobile|Publishing|Software,1155000,acquired,USA,CA,SF Bay Area,San Francisco,2,0
AppTap,http://apptap.com,All Markets|Android|Apps|iPhone|Marketplaces|Mobile|Reviews and Recommendations|Storage,10671168,operating,USA,VA,"Washington, D.C.",Reston,5,1
AppTech Corp,http://www.apptechcorp.com,Mobile|Sports|Video Streaming,615000,operating,USA,CA,CA - Other,Sutter,1,0
Apptegy,http://www.apptegy.com,Education,250000,operating,USA,AR,Little Rock,Little Rock,1,0
Apptentive,http://www.apptentive.com,Android|Communications Infrastructure|iOS|Mobile|Mobile Analytics|Mobile Software Tools|SaaS,6515000,operating,USA,WA,Seattle,Seattle,4,1
Apptera,http://www.apptera.com,Advertising,30240000,acquired,USA,CA,SF Bay Area,Palo Alto,3,1
ApptheGame - Swoopt Daily Fantasy Sports,https://swoopt.com,Mobile|Sports,1700000,acquired,USA,CA,SF Bay Area,San Francisco,3,0
AppThis,http://www.appthis.com,Application Platforms|Internet|Mobile,800000,operating,USA,CO,Denver,Denver,1,0
Appthority,http://www.appthority.com,Security,6250000,operating,USA,CA,SF Bay Area,San Francisco,1,1
AppThwack,https://appthwack.com,Android|Cyber Security|iOS|Mobile|SaaS|Testing,618000,acquired,USA,OR,"Portland, Oregon",Portland,2,0
Appticles,http://www.appticles.com,Art|Digital Media|Mobile|Publishing,282355,operating,USA,AR,AR - Other,England,2,0
Apptimize,http://apptimize.com,Enterprise Software,6100000,operating,USA,CA,SF Bay Area,Menlo Park,4,1
Apptio,http://www.apptio.com,Corporate IT|Enterprise Software|SaaS,136000000,operating,USA,WA,Seattle,Bellevue,7,1
Apptive,http://www.apptive.com,Apps|E-Commerce|Mobile|Mobile Commerce,1350000,acquired,USA,TX,Austin,Austin,3,0
Apptopia,http://www.apptopia.com,Apps|Big Data|Big Data Analytics|Marketplaces|Mobile,1767000,operating,USA,MA,Boston,Boston,8,0
AppTrigger,http://www.apptrigger.com,Public Relations,23660962,acquired,USA,TX,Dallas,Richardson,2,1
Appuri,http://www.appuri.com,Analytics|Big Data,2261000,operating,USA,WA,Seattle,Redmond,3,0
Appurify,http://appurify.com,Android|Apps|iOS|Mobile|Testing,6250000,acquired,USA,CA,SF Bay Area,San Francisco,2,1
Appvance,http://www.appvance.com,Software,4500000,operating,USA,CA,SF Bay Area,San Jose,2,1
AppVault,http://www.appvault.com,Advertising|Employment|Facebook Applications|Media|News|Recruiting|Social Network Media|Software,2000000,operating,USA,GA,Atlanta,Atlanta,1,0
AppVested,https://www.appvested.com,Crowdfunding|Development Platforms|Finance|Investment Management|Mobile|Venture Capital,165000,operating,USA,NC,Charlotte,Charlotte,2,0
Appwapp,http://www.appwapp.com,Android|Internet|Internet of Things|iOS|Mobile|Web CMS|Web Development|Web Hosting|Web Tools,54659.25974,operating,CAN,QC,Montreal,Montréal,2,0
